     20    30    1
     21    30    1
     20    31    1
     21    31    1
     33    28    1
     32    29    1
     34    29    1
     31    30    1
     35    30    1
     36    30    1
     31    31    1
     35    31    1
     36    31    1
     31    32    1
     35    32    1
     36    32    1
     32    33    1
     34    33    1
     33    34    1
     45    26    1
     42    27    1
     43    27    1
     44    27    1
     45    27    1
     41    28    1
     42    28    1
     43    28    1
     44    28    1
     41    29    1
     44    29    1
     41    30    1
     42    30    1
     43    30    1
     44    30    1
     42    31    1
     43    31    1
     44    31    1
     45    31    1
     45    32    1
     50    30    1
     50    31    1
     54    28    1
     55    28    1
     54    29    1
     55    29    1 
     54    46    1
     55    46    1
     54    47    1
     56    47    1
     56    48    1
     56    49    1
     57    49    1
