     59    5    1
     59    6    1
     59    7    1
     60    7    1
     61    6    1
     3    3    1
     6    3    1
     7    4    1
     3    5    1
     7    5    1
     4    6    1
     5    6    1
     6    6    1
     7    6    1
     9    55    1
     9    56    1
     9    57    1
     8    55    1
     7    56    1
     58    55    1
     55    55    1
     54    56    1
     58    57    1
     54    57    1
     54    58    1
     55    58    1
     56    58    1
     57    58    1
